Service: detexify, mapping: similar-0
Found 820 / 926 classes
Macro score: 376 classes with samples number >= 10
Recall scores:

| Class                     |   Samples |   TOP 1 |   TOP 2 |   TOP 3 |   TOP 4 |   TOP 5 |
| \gneq                     |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \landdownint              |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \landupint                |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \leftarrowtriangle        |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \leftrightarrows          |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \leftrightarrowtriangle   |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \lesseqqgtr               |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \llceil                   |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \llfloor                  |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \lnsim                    |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \mathbb{I}                |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \mathbb{L}                |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \mathbb{S}                |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \mathbb{W}                |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \mathfrak{C}              |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \mathfrak{E}              |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \mathfrak{T}              |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \mathfrak{U}              |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \mathfrak{Z}              |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \mathscr{G}               |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \mathscr{K}               |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \nVDash                   |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \nleftarrow               |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \nleqslant                |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \npreceq                  |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \nshortparallel           |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \nsucc                    |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \nsupseteq                |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \ntriangleleft            |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \ntrianglelefteq          |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \ntriangleright           |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \precapprox               |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \rrparenthesis            |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \sqiint                   |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \sqint                    |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \ssearrow                 |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \sswarrow                 |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \supsetneqq               |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textObardotlessj         |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textbardbl               |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textbardotlessj          |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textbarrevglotstop       |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textbeltl                |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textblank                |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textbrokenbar            |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textbullseye             |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textcircledP             |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textcloseepsilon         |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textcolonmonetary        |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textcrinvglotstop        |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textcrtwo                |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textctn                  |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textdoublepipe           |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \texteuro                 |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textglobfall             |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \texthardsign             |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \texthtc                  |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \texthtd                  |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \texthtg                  |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \texthtk                  |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textinvscr               |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textiota                 |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textleftarrow            |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textlengthmark           |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textlhtlongy             |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textlquill               |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textltilde               |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textnaira                |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textonequarter           |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textquoteright           |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textquotesingle          |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textquotestraightbase    |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textraiseglotstop        |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textraisevibyi           |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textrbrackdbl            |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textrevyogh              |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textrhookschwa           |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textrtaild               |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textrtailz               |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textscoelig              |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textscu                  |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textsecstress            |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textsoftsign             |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textstretchc             |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \texttslig                |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textturna                |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textturnm                |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textturnrrtail           |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \textupstep               |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \vernal                   |         0 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
