Service: detexify
Number of symbols: 900
Accuracies:

| Class                     |   Samples |   TOP 1 |   TOP 2 |   TOP 3 |   TOP 4 |   TOP 5 |
| \textceltpal              |         5 |  60.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textctj                  |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \quotedblbase             |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathdollar               |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textcent                 |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textquoteright           |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \smallsetminus            |         5 |  80.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \digamma                  |         5 |  60.0 % |  80.0 % |  80.0 % |  80.0 % |  80.0 % |
| \Game                     |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \bumpeq                   |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textcrd                  |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \nsim                     |         5 |  80.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textrecipe               |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \subsetneqq               |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \rightharpoondown         |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ncong                    |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \leftrightharpoons        |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathfrak{F}              |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \intercal                 |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ldotp                    |         5 |  60.0 % |  60.0 % |  60.0 % |  60.0 % |  60.0 % |
| \nparallel                |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathds{D}                |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \succsim                  |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \nleftrightarrow          |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathfrak{P}              |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textpertenthousand       |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \barwedge                 |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \oslash                   |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textquoteleft            |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \rceil                    |         5 |  80.0 % |  80.0 % | 100.0 % | 100.0 % | 100.0 % |
| \vartriangleright         |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{V}               |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textminus                |         5 |  40.0 % |  60.0 % |  80.0 % |  80.0 % | 100.0 % |
| \textscj                  |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textramshorns            |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \centerdot                |         5 |  80.0 % |  80.0 % |  80.0 % |  80.0 % |  80.0 % |
| \leftrightarroweq         |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \circledcirc              |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textvertline             |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textrptr                 |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Sun                      |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textdiscount             |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \sqsupseteq               |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \boxminus                 |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \upupsilon                |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \nleq                     |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \taurus                   |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathcal{W}               |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textlengthmark           |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \virgo                    |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Jupiter                  |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Uparrow                  |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \iiiint                   |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \leftrightsquigarrow      |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Bbbk                     |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textscg                  |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textnumero               |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathunderscore           |         4 |  75.0 % |  75.0 % | 100.0 % | 100.0 % | 100.0 % |
| \texthtbardotlessj        |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \complement               |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textbraceright           |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Mercury                  |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \circeq                   |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \kreuz                    |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \longleftrightarrow       |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \dotso                    |         4 |  25.0 % |  25.0 % |  25.0 % |  25.0 % |  75.0 % |
| \mathscr{G}               |         4 |  75.0 % |  75.0 % |  75.0 % | 100.0 % | 100.0 % |
| \dotsm                    |         4 |  25.0 % |  25.0 % |  25.0 % | 100.0 % | 100.0 % |
| \textlptr                 |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathds{F}                |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathds{G}                |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \lesseqgtr                |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textonequarter           |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \fallingdotseq            |         4 |  50.0 % |  50.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textthreesuperior        |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \varointctrclockwise      |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textscriptg              |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textordmasculine         |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \leo                      |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Bumpeq                   |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \pointer                  |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mercury                  |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ointclockwise            |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \conjunction              |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \curlywedge               |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \quotesinglbase           |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Mapsto                   |         4 |  75.0 % |  75.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ointctrclockwise         |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \TH                       |         4 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ascnode                  |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathsterling             |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textbaro                 |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textrtailt               |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \currency                 |         3 |  33.3 % |  33.3 % |  33.3 % |  66.7 % |  66.7 % |
| \Finv                     |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textlira                 |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Moon                     |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \blacktriangle            |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textstretchc             |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \eth                      |         3 |  66.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textlquill               |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textunderscore           |         3 |  66.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textturnh                |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \DH                       |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Gemini                   |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{Q}               |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ggg                      |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \curlyvee                 |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{O}               |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \maltese                  |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Mars                     |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \pisces                   |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textdblhyphenchar        |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \sqsupset                 |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \looparrowright           |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \rightarrowtriangle       |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathds{O}                |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \oe                       |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textcrlambda             |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \uranus                   |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \nnearrow                 |         3 |  66.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textrtaill               |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textraisevibyi           |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textemdash               |         3 |  66.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \pluto                    |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \cent                     |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \dotsc                    |         3 |   0.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Uranus                   |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \natural                  |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \fax                      |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Rrightarrow              |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{J}               |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \leftharpoonup            |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textcommatailz           |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \smallfrown               |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \succcurlyeq              |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \geqq                     |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \cdotp                    |         3 |   0.0 % |   0.0 % |  66.7 % |  66.7 % |  66.7 % |
| \textparagraph            |         3 |  66.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textcurrency             |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \backepsilon              |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textsci                  |         3 |  66.7 % |  66.7 % | 100.0 % | 100.0 % | 100.0 % |
| \textperiodcentered       |         3 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \upiota                   |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textquotesingle          |         3 |   0.0 % |   0.0 % |  66.7 % |  66.7 % | 100.0 % |
| \Capricorn                |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \shortleftarrow           |         3 |  66.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ntriangleleft            |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textrtailz               |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathds{X}                |         3 |  66.7 % |  66.7 % | 100.0 % | 100.0 % | 100.0 % |
| \textturnw                |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textinvglotstop          |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \eqcirc                   |         3 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \OE                       |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textturnt                |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Taurus                   |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \capricornus              |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Longleftarrow            |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textinvscr               |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \looparrowleft            |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textthorn                |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textdownarrow            |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Uplambda                 |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Cap                      |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textglobrise             |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Saturn                   |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textraiseglotstop        |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Rbag                     |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \npreceq                  |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \gtreqless                |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \texthtk                  |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \newmoon                  |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textlyoghlig             |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textltailn               |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \leftleftarrows           |         2 |  50.0 % |  50.0 % |  50.0 % | 100.0 % | 100.0 % |
| \leftharpoondown          |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \gtrapprox                |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Sagittarius              |         2 |   0.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \EyesDollar               |         2 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \circleddash              |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \texththeng               |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Lbag                     |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Faxmachine               |         2 |   0.0 % |   0.0 % |  50.0 % |  50.0 % |  50.0 % |
| \textdoublebaresh         |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \dotplus                  |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \varsupsetneq             |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textbardbl               |         2 |  50.0 % |  50.0 % |  50.0 % | 100.0 % | 100.0 % |
| \textrevapostrophe        |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \jmath                    |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \longleftarrow            |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \not_simeq                |         2 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \P                        |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \curvearrowleft           |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textcloseepsilon         |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \gtrdot                   |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Cancer                   |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \aquarius                 |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathellipsis             |         2 |  50.0 % |  50.0 % |  50.0 % |  50.0 % |  50.0 % |
| \nleqslant                |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textrtails               |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \guilsinglright           |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textltailm               |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Upupsilon                |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textuparrow              |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textbrokenbar            |         2 |  50.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textrevyogh              |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \wasylozenge              |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \brokenvert               |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textthreequartersemdash  |         2 |  50.0 % |  50.0 % |  50.0 % |  50.0 % | 100.0 % |
| \texttslig                |         2 |  50.0 % |  50.0 % |  50.0 % |  50.0 % | 100.0 % |
| \mathfrak{K}              |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathfrak{J}              |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \cdots                    |         2 |  50.0 % |  50.0 % |  50.0 % |  50.0 % |  50.0 % |
| \mathcal{Y}               |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \shortuparrow             |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \leftthreetimes           |         2 |  50.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \unrhd                    |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ataribox                 |         2 |  50.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathds{S}                |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textexclamdown           |         2 |  50.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Rsh                      |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathds{U}                |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathfrak{D}              |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \shortdownarrow           |         2 |  50.0 % |  50.0 % | 100.0 % | 100.0 % | 100.0 % |
| \RHD                      |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \lessdot                  |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \precsim                  |         2 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ngeqslant                |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathds{J}                |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \leftrightarrows          |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathfrak{O}              |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \sqiint                   |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textbardotlessj          |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \UParrow                  |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \varointclockwise         |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Pluto                    |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathfrak{L}              |         1 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \longmapsfrom             |         1 |   0.0 % |   0.0 % |   0.0 % |   0.0 % | 100.0 % |
| \textrhookrevepsilon      |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textrangle               |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \landdownint              |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textpeso                 |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{W}               |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \texthtrtaild             |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textblank                |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathparagraph            |         1 |   0.0 % |   0.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathds{Y}                |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \not_sim                  |         1 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \sagittarius              |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textcircledP             |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \nwarrow                  |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \sswarrow                 |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textsoftsign             |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathfrak{T}              |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textcrinvglotstop        |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{T}               |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathds{M}                |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \llceil                   |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \gemini                   |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \blacktriangleleft        |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \vernal                   |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathfrak{N}              |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textlonglegr             |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \blacktriangledown        |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textctc                  |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathfrak{Q}              |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \texttwelveudash          |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \texthtg                  |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \lneq                     |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \texthtc                  |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathfrak{C}              |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \sqint                    |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \updownarrow              |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textbullseye             |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Virgo                    |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \llfloor                  |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathfrak{W}              |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Pfund                    |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textctesh                |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textturnv                |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \descnode                 |         1 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
