Service: detexify
Number of symbols: 900
Accuracies:

| Class                     |   Samples |   TOP 1 |   TOP 2 |   TOP 3 |   TOP 4 |   TOP 5 |
| ]                         |        18 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \asymp                    |        18 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \iiint                    |        17 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textbar                  |        17 |  58.8 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \dotsb                    |        17 |  94.1 % |  94.1 % |  94.1 % |  94.1 % |  94.1 % |
| \mathcal{R}               |        17 |  94.1 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ohm                      |        17 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textbackslash            |        17 |  76.5 % |  94.1 % | 100.0 % | 100.0 % | 100.0 % |
| \Re                       |        17 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \div                      |        17 |  88.2 % |  88.2 % |  94.1 % | 100.0 % | 100.0 % |
| \downarrow                |        17 |  88.2 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathds{P}                |        17 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \flat                     |        17 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \prime                    |        17 |  76.5 % |  82.4 % |  88.2 % |  94.1 % |  94.1 % |
| \textestimated            |        17 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \uparrow                  |        17 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Leftarrow                |        17 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Cross                    |        17 |  70.6 % |  82.4 % |  94.1 % |  94.1 % |  94.1 % |
| \textquotedblleft         |        17 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Ankh                     |        17 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textsterling             |        17 |  88.2 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \uplus                    |        17 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textchi                  |        16 |  93.8 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Upsilon                  |        16 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \upvarsigma               |        16 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{S}               |        16 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ltimes                   |        16 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \varoiint                 |        16 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textrightarrow           |        16 |  93.8 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Updelta                  |        16 |  81.2 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \EURdig                   |        16 |  87.5 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathcal{T}               |        16 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \updelta                  |        16 |  93.8 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \dagger                   |        16 |  68.8 % |  81.2 % | 100.0 % | 100.0 % | 100.0 % |
| \triangleleft             |        16 |  87.5 % |  93.8 % | 100.0 % | 100.0 % | 100.0 % |
| \textomega                |        16 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \upharpoonright           |        15 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \bigtriangleup            |        15 |  86.7 % |  93.3 % | 100.0 % | 100.0 % | 100.0 % |
| \textdagger               |        15 |  86.7 % |  93.3 % | 100.0 % | 100.0 % | 100.0 % |
| \mathcal{B}               |        15 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \guillemotleft            |        15 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Im                       |        15 |  93.3 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \with                     |        15 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \nsubseteq                |        15 |  93.3 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \blacktriangleright       |        15 |  93.3 % |  93.3 % | 100.0 % | 100.0 % | 100.0 % |
| \sqcap                    |        15 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \circledR                 |        14 |  92.9 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathcal{D}               |        14 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textdoublebarslash       |        14 |  92.9 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \pounds                   |        14 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathcal{G}               |        14 |  92.9 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textdollar               |        14 |  92.9 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathcal{C}               |        14 |  92.9 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \vartriangle              |        14 |  85.7 % |  92.9 % |  92.9 % |  92.9 % | 100.0 % |
| \mp                       |        14 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \triangleright            |        14 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \backsim                  |        14 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mapsfrom                 |        14 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathfrak{M}              |        14 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \EURtm                    |        14 |  71.4 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mars                     |        14 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{E}               |        14 |  92.9 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \permil                   |        13 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textschwa                |        13 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \rceil                    |        13 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \_                        |        13 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \triangledown             |        13 |  92.3 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Vdash                    |        13 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \rbag                     |        13 |  92.3 % |  92.3 % |  92.3 % |  92.3 % |  92.3 % |
| \nRightarrow              |        13 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \dh                       |        13 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \varsubsetneq             |        13 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \doteq                    |        13 |  92.3 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{D}               |        13 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \sun                      |        13 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \rfloor                   |        13 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textquotedblright        |        13 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \venus                    |        13 |  92.3 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \succeq                   |        13 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \blacksmiley              |        13 |  69.2 % |  76.9 % |  84.6 % |  84.6 % |  92.3 % |
| \textgamma                |        13 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Upphi                    |        12 |  91.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ncong                    |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \circledcirc              |        12 |  91.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textscomega              |        12 |  91.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textlnot                 |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ominus                   |        12 |  83.3 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \searrow                  |        12 |  83.3 % |  91.7 % | 100.0 % | 100.0 % | 100.0 % |
| \textunderscore           |        12 |  58.3 % |  75.0 % |  83.3 % |  91.7 % | 100.0 % |
| \mathds{F}                |        12 |  91.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textlangle               |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Uptheta                  |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \boxtimes                 |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathcal{V}               |        12 |  91.7 % |  91.7 % | 100.0 % | 100.0 % | 100.0 % |
| \textbullet               |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \clock                    |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \longleftrightarrow       |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \nvDash                   |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \iddots                   |        12 |   8.3 % |   8.3 % |  16.7 % |  16.7 % |  16.7 % |
| \texttheta                |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \rangle                   |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \rightarrowtriangle       |        12 |  91.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \lhd                      |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathcal{W}               |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \because                  |        11 |  36.4 % |  36.4 % |  36.4 % |  36.4 % |  45.5 % |
| \AE                       |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textcent                 |        11 |  90.9 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \nless                    |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textmusicalnote          |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textbigcircle            |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textperthousand          |        11 |  90.9 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \circlearrowright         |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \cancer                   |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Downarrow                |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \thickapprox              |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \uppsi                    |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathds{B}                |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \L                        |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \---                      |        10 |  70.0 % |  90.0 % |  90.0 % | 100.0 % | 100.0 % |
| \varpi                    |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \nrightarrow              |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Shilling                 |        10 |  90.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{P}               |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \uptheta                  |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textperiodcentered       |        10 |  30.0 % |  30.0 % |  30.0 % |  30.0 % |  30.0 % |
| \textphi                  |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \dj                       |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \upepsilon                |        10 |  90.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \sphericalangle           |        10 |  90.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \bigsqcup                 |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textbraceright           |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \EyesDollar               |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathcal{X}               |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \texthtbardotlessj        |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textendash               |        10 |  70.0 % |  80.0 % |  80.0 % |  90.0 % |  90.0 % |
| \phone                    |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \colon                    |        10 |  30.0 % |  30.0 % |  30.0 % |  30.0 % |  30.0 % |
| \leftmoon                 |        10 |  90.0 % |  90.0 % |  90.0 % |  90.0 % |  90.0 % |
| \CircledA                 |        10 |  90.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \succcurlyeq              |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textdiscount             |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textreferencemark        |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{I}               |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Mundus                   |         9 |  55.6 % |  66.7 % |  66.7 % |  66.7 % |  66.7 % |
| \veebar                   |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \diagup                   |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \upnu                     |         9 |  88.9 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \female                   |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \varkappa                 |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \bigtriangledown          |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{B}               |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \pointer                  |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \biguplus                 |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \EURcr                    |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \dashrightarrow           |         9 |  88.9 % |  88.9 % |  88.9 % |  88.9 % | 100.0 % |
| \approxeq                 |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Mobilefone               |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \bigodot                  |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textcopyleft             |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textyogh                 |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textrevepsilon           |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ointctrclockwise         |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \rhd                      |         8 |  87.5 % |  87.5 % |  87.5 % |  87.5 % |  87.5 % |
| \boxdot                   |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \frown                    |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \MVRightarrow             |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \lneq                     |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \blacktriangle            |         8 |  87.5 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \surd                     |         8 |  75.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \leftarrow                |         8 |  87.5 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ng                       |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textcrlambda             |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \----                     |         8 |  50.0 % |  62.5 % |  87.5 % |  87.5 % |  87.5 % |
| \dots                     |         8 |  12.5 % |  25.0 % |  75.0 % |  75.0 % |  75.0 % |
| \lozenge                  |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \cdots                    |         8 |  62.5 % |  62.5 % |  62.5 % |  62.5 % |  62.5 % |
| \Scorpio                  |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \multimap                 |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \varsigma                 |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Bbbk                     |         8 |  87.5 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \leqq                     |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \preccurlyeq              |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ngtr                     |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \quotedblbase             |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathcal{U}               |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textquotedbl             |         8 |  75.0 % |  87.5 % |  87.5 % |  87.5 % |  87.5 % |
| \Denarius                 |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \nsim                     |         8 |  87.5 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textopenbullet           |         8 |  87.5 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Uparrow                  |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \bell                     |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathds{I}                |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textyen                  |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Mars                     |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \iota                     |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textonesuperior          |         7 |  85.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Capricorn                |         7 |  85.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \wr                       |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \not_approx               |         7 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \mathscr{M}               |         7 |  85.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \dotsc                    |         7 |   0.0 % |  85.7 % |  85.7 % |  85.7 % |  85.7 % |
| \mathscr{V}               |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textdblhyphen            |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \scorpio                  |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathcal{Q}               |         7 |  85.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \subsetneqq               |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \--                       |         7 |  57.1 % |  57.1 % |  71.4 % |  85.7 % | 100.0 % |
| \mho                      |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \diamondsuit              |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \conjunction              |         7 |  85.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \varointctrclockwise      |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \circledast               |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Subset                   |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textrptr                 |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathellipsis             |         7 |  42.9 % |  57.1 % |  57.1 % |  57.1 % |  57.1 % |
| \textscr                  |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textscg                  |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ascnode                  |         7 |  85.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Aries                    |         6 |  83.3 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \sqsupset                 |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textvertline             |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \curvearrowleft           |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Updownarrow              |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textcrh                  |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Bumpeq                   |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \lessdot                  |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \vartriangleleft          |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \upsilon                  |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textctyogh               |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \upvarrho                 |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \centerdot                |         6 |  83.3 % |  83.3 % |  83.3 % |  83.3 % |  83.3 % |
| \textdiv                  |         6 |  50.0 % |  50.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathfrak{R}              |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \unlhd                    |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \parr                     |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \th                       |         6 |  83.3 % |  83.3 % | 100.0 % | 100.0 % | 100.0 % |
| \ldots                    |         6 |  50.0 % |  50.0 % |  50.0 % |  66.7 % |  66.7 % |
| \Venus                    |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textfractionsolidus      |         6 |  83.3 % |  83.3 % |  83.3 % | 100.0 % | 100.0 % |
| \Cancer                   |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Rrightarrow              |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \aquarius                 |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textuparrow              |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathcal{K}               |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textramshorns            |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \updownarrow              |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \natural                  |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \leftthreetimes           |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textsch                  |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \smallsetminus            |         6 |  50.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textbabygamma            |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \boxplus                  |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textdoublebarpipe        |         5 |  80.0 % |  80.0 % | 100.0 % | 100.0 % | 100.0 % |
| \curlyvee                 |         5 |  80.0 % |  80.0 % |  80.0 % |  80.0 % | 100.0 % |
| \oe                       |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Libra                    |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathds{K}                |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \upkappa                  |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textlira                 |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \shortmid                 |         5 |  60.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \pitchfork                |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \digamma                  |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \nshortmid                |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \texteuro                 |         5 |  80.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \barwedge                 |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \backsimeq                |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \hslash                   |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textnumero               |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \sqsubset                 |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Rsh                      |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \blacklozenge             |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textsce                  |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \lessgtr                  |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textquotesingle          |         5 |  20.0 % |  20.0 % |  80.0 % | 100.0 % | 100.0 % |
| \vartriangleright         |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \rightmoon                |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textscn                  |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \jupiter                  |         5 |  80.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textturnv                |         5 |  80.0 % |  80.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathds{D}                |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \upomega                  |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textemdash               |         5 |  60.0 % |  80.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textordmasculine         |         5 |  60.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textlptr                 |         5 |  80.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
