Service: detexify
Number of symbols: 902
Accuracies:

| Class                     |   Samples |   TOP 1 |   TOP 2 |   TOP 3 |   TOP 4 |   TOP 5 |
| \upsigma                  |        17 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathcal{C}               |        17 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \blacksmiley              |        17 |   0.0 % |  17.6 % |  17.6 % |  17.6 % |  17.6 % |
| \textscripta              |        17 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathcal{G}               |        17 |  94.1 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \upbeta                   |        17 |  88.2 % |  94.1 % |  94.1 % |  94.1 % | 100.0 % |
| \mathscr{H}               |        17 |  94.1 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \downarrow                |        16 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textlangle               |        16 |  93.8 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{A}               |        16 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Re                       |        16 |  18.8 % |  50.0 % |  50.0 % |  56.2 % |  56.2 % |
| \curvearrowright          |        16 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathds{P}                |        16 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Lightning                |        16 |  50.0 % |  62.5 % |  75.0 % |  75.0 % |  81.2 % |
| \Mundus                   |        16 |   6.2 % |  18.8 % |  43.8 % |  50.0 % |  50.0 % |
| \dashv                    |        16 |  93.8 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \nsubseteq                |        16 |  87.5 % |  87.5 % | 100.0 % | 100.0 % | 100.0 % |
| \texttheta                |        16 |  93.8 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathcal{S}               |        16 |  87.5 % |  87.5 % |  93.8 % |  93.8 % | 100.0 % |
| \multimap                 |        15 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textbullet               |        15 |  73.3 % |  73.3 % |  73.3 % |  73.3 % |  73.3 % |
| \mathscr{S}               |        15 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \bullet                   |        15 |  13.3 % |  20.0 % |  20.0 % |  20.0 % |  26.7 % |
| \textsterling             |        15 |  93.3 % |  93.3 % | 100.0 % | 100.0 % | 100.0 % |
| \upchi                    |        15 |  93.3 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textquotedblleft         |        15 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \varpi                    |        15 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \female                   |        15 |  93.3 % |  93.3 % |  93.3 % |  93.3 % | 100.0 % |
| \ltimes                   |        15 |  93.3 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{D}               |        15 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathcal{R}               |        15 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textmusicalnote          |        15 |  80.0 % |  80.0 % |  80.0 % |  80.0 % |  80.0 % |
| \texttildelow             |        15 |  60.0 % |  80.0 % |  93.3 % |  93.3 % |  93.3 % |
| \textbackslash            |        15 |  60.0 % |  73.3 % |  93.3 % | 100.0 % | 100.0 % |
| \Shilling                 |        15 |  93.3 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \venus                    |        14 |  92.9 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Uppi                     |        14 |  92.9 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textrightarrow           |        14 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Downarrow                |        14 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \flat                     |        14 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \astrosun                 |        14 |   7.1 % |  28.6 % |  28.6 % |  28.6 % |  42.9 % |
| \textopenbullet           |        14 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mp                       |        14 |  85.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \rangle                   |        14 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathcal{U}               |        14 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Updelta                  |        14 |  78.6 % |  92.9 % |  92.9 % |  92.9 % | 100.0 % |
| \textscr                  |        14 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \kappa                    |        14 |  85.7 % |  85.7 % |  92.9 % | 100.0 % | 100.0 % |
| \MVRightarrow             |        14 |  92.9 % |  92.9 % | 100.0 % | 100.0 % | 100.0 % |
| \leftarrow                |        14 |  78.6 % |  92.9 % | 100.0 % | 100.0 % | 100.0 % |
| \textgamma                |        14 |  85.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Vdash                    |        13 |  84.6 % |  84.6 % |  92.3 % |  92.3 % | 100.0 % |
| \mathcal{K}               |        13 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| ]                         |        13 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textbar                  |        13 |  69.2 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \sqcap                    |        13 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textperthousand          |        13 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \amalg                    |        13 |  46.2 % |  69.2 % |  69.2 % |  84.6 % | 100.0 % |
| \textestimated            |        13 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \surd                     |        13 |  92.3 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \longmapsto               |        13 |  76.9 % |  92.3 % |  92.3 % |  92.3 % |  92.3 % |
| \texthtbardotlessj        |        13 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \diagdown                 |        13 |  76.9 % |  92.3 % |  92.3 % |  92.3 % |  92.3 % |
| \mathfrak{R}              |        13 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textbigcircle            |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathfrak{A}              |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathfrak{X}              |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \bigtriangleup            |        12 |  83.3 % |  91.7 % | 100.0 % | 100.0 % | 100.0 % |
| \mars                     |        12 |  66.7 % |  83.3 % |  91.7 % |  91.7 % |  91.7 % |
| \circledast               |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \upzeta                   |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \unlhd                    |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textphi                  |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \P                        |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \sun                      |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \varrho                   |        12 |  50.0 % |  66.7 % |  66.7 % |  75.0 % |  75.0 % |
| \textpipe                 |        12 |  83.3 % |  83.3 % |  83.3 % |  91.7 % |  91.7 % |
| \rightmoon                |        12 |  91.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \clock                    |        12 |  91.7 % |  91.7 % |  91.7 % | 100.0 % | 100.0 % |
| \textdollar               |        12 |  91.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ngtr                     |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \----                     |        12 |  50.0 % |  75.0 % |  83.3 % |  91.7 % | 100.0 % |
| \---                      |        12 |  58.3 % |  91.7 % |  91.7 % | 100.0 % | 100.0 % |
| \phone                    |        12 |  91.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Leftarrow                |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \asymp                    |        12 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \nrightarrow              |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \succeq                   |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \circlearrowright         |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \circledR                 |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \varpropto                |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \subsetneqq               |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \wr                       |        11 |  81.8 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \triangleright            |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \varoiint                 |        11 |  72.7 % |  90.9 % | 100.0 % | 100.0 % | 100.0 % |
| \textdoublebarslash       |        11 |  90.9 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \L                        |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \bigvee                   |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \bigsqcup                 |        11 |  81.8 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \cdots                    |        11 |  54.5 % |  63.6 % |  63.6 % |  63.6 % |  63.6 % |
| \mathds{Q}                |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textnumero               |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \upeta                    |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Uptheta                  |        11 |  90.9 % |  90.9 % |  90.9 % |  90.9 % | 100.0 % |
| \rightleftarrows          |        11 |  81.8 % |  81.8 % |  90.9 % | 100.0 % | 100.0 % |
| \hslash                   |        11 |  90.9 % |  90.9 % |  90.9 % | 100.0 % | 100.0 % |
| \lozenge                  |        11 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ncong                    |        10 |  90.0 % |  90.0 % |  90.0 % |  90.0 % |  90.0 % |
| \varkappa                 |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textramshorns            |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \rightarrowtail           |        10 |  90.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textquotedblright        |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \pitchfork                |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \scorpio                  |        10 |  90.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \uprho                    |        10 |  80.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \succcurlyeq              |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \EURtm                    |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \upkappa                  |        10 |  90.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{F}               |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Subset                   |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \thickapprox              |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Denarius                 |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \pointer                  |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \boxplus                  |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \fullmoon                 |        10 |  90.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \triangleleft             |        10 |  70.0 % |  90.0 % | 100.0 % | 100.0 % | 100.0 % |
| \nvDash                   |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textquotedbl             |        10 |  80.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \vartriangle              |        10 |  90.0 % |  90.0 % |  90.0 % | 100.0 % | 100.0 % |
| \smallsetminus            |        10 |  90.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \cent                     |        10 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textscomega              |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \rbag                     |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \measuredangle            |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \leftmoon                 |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \varsubsetneq             |         9 |  66.7 % |  88.9 % | 100.0 % | 100.0 % | 100.0 % |
| \permil                   |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \sphericalangle           |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \upomega                  |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathcal{X}               |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textlptr                 |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Upgamma                  |         9 |  88.9 % |  88.9 % |  88.9 % |  88.9 % |  88.9 % |
| \Ecommerce                |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \dots                     |         9 |  44.4 % |  66.7 % |  77.8 % |  77.8 % |  77.8 % |
| \approxeq                 |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \cancer                   |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Im                       |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textdiscount             |         9 |  88.9 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \circlearrowleft          |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \nleq                     |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \bigtriangledown          |         9 |  88.9 % |  88.9 % |  88.9 % |  88.9 % |  88.9 % |
| \between                  |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \diamondsuit              |         9 |  88.9 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathcal{Q}               |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \trianglelefteq           |         9 |  88.9 % |  88.9 % | 100.0 % | 100.0 % | 100.0 % |
| \textyen                  |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \because                  |         9 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \frown                    |         9 |  88.9 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \uptheta                  |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \bell                     |         9 |  88.9 % |  88.9 % |  88.9 % | 100.0 % | 100.0 % |
| \guillemotright           |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathds{B}                |         9 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \imath                    |         9 |  77.8 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Mobilefone               |         9 |  33.3 % |  66.7 % |  66.7 % |  77.8 % |  77.8 % |
| \colon                    |         8 |  12.5 % |  12.5 % |  12.5 % |  12.5 % |  12.5 % |
| \mathcal{V}               |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{E}               |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \vartriangleright         |         8 |  75.0 % |  87.5 % | 100.0 % | 100.0 % | 100.0 % |
| \textrevepsilon           |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \dh                       |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Celtcross                |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \rfloor                   |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Game                     |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Ankh                     |         8 |  62.5 % |  87.5 % |  87.5 % |  87.5 % |  87.5 % |
| \not_approx               |         8 |   0.0 % |   0.0 % |   0.0 % |   0.0 % |   0.0 % |
| \Leo                      |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textg                    |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textscb                  |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \boxdot                   |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \succsim                  |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textscg                  |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \AE                       |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{R}               |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \nRightarrow              |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textctyogh               |         8 |  87.5 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \gemini                   |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \shortmid                 |         8 |  62.5 % |  87.5 % | 100.0 % | 100.0 % | 100.0 % |
| \upharpoonright           |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textlnot                 |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \varsigma                 |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \CircledA                 |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \dashrightarrow           |         8 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \iota                     |         8 |  75.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textdiv                  |         8 |  87.5 % |  87.5 % | 100.0 % | 100.0 % | 100.0 % |
| \textonesuperior          |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textunderscore           |         7 |  85.7 % |  85.7 % | 100.0 % | 100.0 % | 100.0 % |
| \mathds{E}                |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \nshortmid                |         7 |  85.7 % |  85.7 % | 100.0 % | 100.0 % | 100.0 % |
| \bumpeq                   |         7 |  85.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textreferencemark        |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \upvartheta               |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textcent                 |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \veebar                   |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textcorner               |         7 |  85.7 % |  85.7 % | 100.0 % | 100.0 % | 100.0 % |
| \complement               |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textschwa                |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \EyesDollar               |         7 |  85.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \nvdash                   |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \diagup                   |         7 |  85.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \intercal                 |         7 |  71.4 % |  85.7 % |  85.7 % | 100.0 % | 100.0 % |
| \blacktriangleright       |         7 |  85.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textemdash               |         7 |  85.7 % |  85.7 % |  85.7 % |  85.7 % |  85.7 % |
| \textdblhyphen            |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \blacktriangle            |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{B}               |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textbraceright           |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ointctrclockwise         |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \EURhv                    |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \llparenthesis            |         7 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \sqsupset                 |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \virgo                    |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \unrhd                    |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \upnu                     |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \uppsi                    |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \centerdot                |         6 |  83.3 % |  83.3 % |  83.3 % |  83.3 % |  83.3 % |
| \mathellipsis             |         6 |  50.0 % |  50.0 % |  50.0 % |  50.0 % |  50.0 % |
| \rhd                      |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ominus                   |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textcrlambda             |         6 |  83.3 % |  83.3 % | 100.0 % | 100.0 % | 100.0 % |
| \mapsfrom                 |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \updownarrow              |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textquotesingle          |         6 |  16.7 % |  50.0 % | 100.0 % | 100.0 % | 100.0 % |
| \rceil                    |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{M}               |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathds{F}                |         6 |  83.3 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \dotsc                    |         6 |   0.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathfrak{F}              |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \guillemotleft            |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \nless                    |         6 |  83.3 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \parr                     |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textflorin               |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textdblhyphenchar        |         6 |  83.3 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \th                       |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \upsilon                  |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \bigodot                  |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \doteqdot                 |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \EURcr                    |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \saturn                   |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \varointctrclockwise      |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \--                       |         6 |  50.0 % |  50.0 % |  66.7 % |  83.3 % |  83.3 % |
| \Venus                    |         6 |  83.3 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textcrh                  |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Bumpeq                   |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Mars                     |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \lhd                      |         6 |  83.3 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \taurus                   |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \dj                       |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Lbag                     |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \iiiint                   |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \Sun                      |         6 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathsterling             |         6 |  66.7 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \jupiter                  |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textturny                |         5 |  80.0 % |  80.0 % | 100.0 % | 100.0 % | 100.0 % |
| \rrparenthesis            |         5 |  80.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \rightarrowtriangle       |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \gtrdot                   |         5 |  80.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \ldots                    |         5 |  40.0 % |  40.0 % |  60.0 % |  60.0 % |  60.0 % |
| \smallfrown               |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textscn                  |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{N}               |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \shortdownarrow           |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \sqsubset                 |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textctj                  |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \newmoon                  |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \gtrless                  |         5 |  20.0 % |  60.0 % | 100.0 % | 100.0 % | 100.0 % |
| \textperiodcentered       |         5 |   0.0 % |  20.0 % |  20.0 % |  20.0 % |  20.0 % |
| \vartriangleleft          |         5 |  80.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \lessapprox               |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \geqq                     |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathscr{O}               |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \upharpoonleft            |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \upvarrho                 |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \mathds{H}                |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
| \digamma                  |         5 | 100.0 % | 100.0 % | 100.0 % | 100.0 % | 100.0 % |
